 Total battles: 716
 Avg. weight/team: 0.007
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Tyranitar          | 52.79849% | 413    | 28.841% | 360    | 28.754% | 
 | 2    | Starmie            | 34.88251% | 533    | 37.221% | 479    | 38.259% | 
 | 3    | Jirachi            | 33.09083% | 318    | 22.207% | 278    | 22.204% | 
 | 4    | Rotom-Wash         | 29.27322% | 195    | 13.617% | 168    | 13.419% | 
 | 5    | Scizor             | 27.90204% | 311    | 21.718% | 253    | 20.208% | 
 | 6    | Heatran            | 25.65129% | 405    | 28.282% | 368    | 29.393% | 
 | 7    | Flygon             | 25.58114% | 318    | 22.207% | 266    | 21.246% | 
 | 8    | Infernape          | 24.12892% | 291    | 20.321% | 241    | 19.249% | 
 | 9    | Skarmory           | 22.27624% | 234    | 16.341% | 216    | 17.252% | 
 | 10   | Zapdos             | 22.05949% | 217    | 15.154% | 190    | 15.176% | 
 | 11   | Dragonite          | 18.89460% | 245    | 17.109% | 193    | 15.415% | 
 | 12   | Celebi             | 18.67150% | 169    | 11.802% | 146    | 11.661% | 
 | 13   | Swampert           | 18.24144% | 199    | 13.897% | 191    | 15.256% | 
 | 14   | Gyarados           | 17.40796% | 254    | 17.737% | 213    | 17.013% | 
 | 15   | Blissey            | 15.75044% | 231    | 16.131% | 186    | 14.856% | 
 | 16   | Metagross          | 14.89955% | 230    | 16.061% | 198    | 15.815% | 
 | 17   | Breloom            | 14.19794% | 238    | 16.620% | 204    | 16.294% | 
 | 18   | Suicune            | 14.07446% | 157    | 10.964% | 129    | 10.304% | 
 | 19   | Azelf              | 12.27919% | 209    | 14.595% | 199    | 15.895% | 
 | 20   | Roserade           | 11.72252% | 116    |  8.101% | 110    |  8.786% | 
 | 21   | Gliscor            | 10.51067% | 88     |  6.145% | 77     |  6.150% | 
 | 22   | Empoleon           | 10.06430% | 62     |  4.330% | 53     |  4.233% | 
 | 23   | Rotom-Heat         | 10.01940% | 112    |  7.821% | 101    |  8.067% | 
 | 24   | Tentacruel         |  9.05070% | 73     |  5.098% | 62     |  4.952% | 
 | 25   | Forretress         |  7.98318% | 168    | 11.732% | 159    | 12.700% | 
 | 26   | Dugtrio            |  7.81868% | 60     |  4.190% | 55     |  4.393% | 
 | 27   | Hippowdon          |  7.38619% | 109    |  7.612% | 106    |  8.466% | 
 | 28   | Gengar             |  6.58138% | 238    | 16.620% | 208    | 16.613% | 
 | 29   | Yanmega            |  5.47942% | 28     |  1.955% | 24     |  1.917% | 
 | 30   | Lucario            |  5.26787% | 120    |  8.380% | 91     |  7.268% | 
 | 31   | Raikou             |  4.74116% | 87     |  6.075% | 72     |  5.751% | 
 | 32   | Aerodactyl         |  4.62204% | 62     |  4.330% | 56     |  4.473% | 
 | 33   | Crobat             |  4.54489% | 63     |  4.399% | 61     |  4.872% | 
 | 34   | Smeargle           |  3.94938% | 52     |  3.631% | 51     |  4.073% | 
 | 35   | Venusaur           |  3.86118% | 50     |  3.492% | 42     |  3.355% | 
 | 36   | Snorlax            |  3.37922% | 52     |  3.631% | 45     |  3.594% | 
