 Total battles: 716
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Starmie            | 37.22067% | 533    | 37.221% | 479    | 38.259% | 
 | 2    | Tyranitar          | 28.84078% | 413    | 28.841% | 360    | 28.754% | 
 | 3    | Heatran            | 28.28212% | 405    | 28.282% | 368    | 29.393% | 
 | 4    | Flygon             | 22.20670% | 318    | 22.207% | 266    | 21.246% | 
 | 5    | Jirachi            | 22.20670% | 318    | 22.207% | 278    | 22.204% | 
 | 6    | Scizor             | 21.71788% | 311    | 21.718% | 253    | 20.208% | 
 | 7    | Infernape          | 20.32123% | 291    | 20.321% | 241    | 19.249% | 
 | 8    | Gyarados           | 17.73743% | 254    | 17.737% | 213    | 17.013% | 
 | 9    | Dragonite          | 17.10894% | 245    | 17.109% | 193    | 15.415% | 
 | 10   | Breloom            | 16.62011% | 238    | 16.620% | 204    | 16.294% | 
 | 11   | Gengar             | 16.62011% | 238    | 16.620% | 208    | 16.613% | 
 | 12   | Skarmory           | 16.34078% | 234    | 16.341% | 216    | 17.252% | 
 | 13   | Blissey            | 16.13128% | 231    | 16.131% | 186    | 14.856% | 
 | 14   | Metagross          | 16.06145% | 230    | 16.061% | 198    | 15.815% | 
 | 15   | Zapdos             | 15.15363% | 217    | 15.154% | 190    | 15.176% | 
 | 16   | Azelf              | 14.59497% | 209    | 14.595% | 199    | 15.895% | 
 | 17   | Swampert           | 13.89665% | 199    | 13.897% | 191    | 15.256% | 
 | 18   | Rotom-Wash         | 13.61732% | 195    | 13.617% | 168    | 13.419% | 
 | 19   | Celebi             | 11.80168% | 169    | 11.802% | 146    | 11.661% | 
 | 20   | Forretress         | 11.73184% | 168    | 11.732% | 159    | 12.700% | 
 | 21   | Suicune            | 10.96369% | 157    | 10.964% | 129    | 10.304% | 
 | 22   | Lucario            |  8.37989% | 120    |  8.380% | 91     |  7.268% | 
 | 23   | Roserade           |  8.10056% | 116    |  8.101% | 110    |  8.786% | 
 | 24   | Rotom-Heat         |  7.82123% | 112    |  7.821% | 101    |  8.067% | 
 | 25   | Hippowdon          |  7.61173% | 109    |  7.612% | 106    |  8.466% | 
 | 26   | Kingdra            |  7.61173% | 109    |  7.612% | 90     |  7.188% | 
 | 27   | Machamp            |  6.84358% | 98     |  6.844% | 90     |  7.188% | 
 | 28   | Gliscor            |  6.14525% | 88     |  6.145% | 77     |  6.150% | 
 | 29   | Raikou             |  6.07542% | 87     |  6.075% | 72     |  5.751% | 
 | 30   | Shaymin            |  6.07542% | 87     |  6.075% | 75     |  5.990% | 
 | 31   | Magnezone          |  5.23743% | 75     |  5.237% | 62     |  4.952% | 
 | 32   | Mamoswine          |  5.09777% | 73     |  5.098% | 71     |  5.671% | 
 | 33   | Tentacruel         |  5.09777% | 73     |  5.098% | 62     |  4.952% | 
 | 34   | Vaporeon           |  4.60894% | 66     |  4.609% | 56     |  4.473% | 
 | 35   | Crobat             |  4.39944% | 63     |  4.399% | 61     |  4.872% | 
 | 36   | Aerodactyl         |  4.32961% | 62     |  4.330% | 56     |  4.473% | 
 | 37   | Electivire         |  4.32961% | 62     |  4.330% | 51     |  4.073% | 
 | 38   | Empoleon           |  4.32961% | 62     |  4.330% | 53     |  4.233% | 
 | 39   | Dugtrio            |  4.18994% | 60     |  4.190% | 55     |  4.393% | 
 | 40   | Abomasnow          |  3.98045% | 57     |  3.980% | 54     |  4.313% | 
 | 41   | Ambipom            |  3.84078% | 55     |  3.841% | 55     |  4.393% | 
 | 42   | Snorlax            |  3.63128% | 52     |  3.631% | 45     |  3.594% | 
 | 43   | Smeargle           |  3.63128% | 52     |  3.631% | 51     |  4.073% | 
