 Total battles: 868
 Avg. weight/team: 0.01
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Tyranitar          | 52.36809% | 393    | 22.638% | 338    | 23.590% | 
 | 2    | Heatran            | 38.15758% | 388    | 22.350% | 302    | 21.077% | 
 | 3    | Landorus-Therian   | 34.69593% | 211    | 12.154% | 197    | 13.749% | 
 | 4    | Forretress         | 33.62703% | 188    | 10.829% | 168    | 11.725% | 
 | 5    | Celebi             | 31.43682% | 117    |  6.740% | 91     |  6.351% | 
 | 6    | Jellicent          | 28.05092% | 146    |  8.410% | 129    |  9.003% | 
 | 7    | Garchomp           | 27.03996% | 359    | 20.680% | 299    | 20.868% | 
 | 8    | Scizor             | 21.53105% | 282    | 16.244% | 228    | 15.913% | 
 | 9    | Politoed           | 20.36140% | 325    | 18.721% | 285    | 19.891% | 
 | 10   | Starmie            | 19.91154% | 305    | 17.569% | 249    | 17.378% | 
 | 11   | Skarmory           | 17.19169% | 239    | 13.767% | 212    | 14.796% | 
 | 12   | Latios             | 15.88069% | 304    | 17.512% | 232    | 16.192% | 
 | 13   | Ferrothorn         | 15.36497% | 290    | 16.705% | 253    | 17.657% | 
 | 14   | Keldeo             | 13.06285% | 193    | 11.118% | 144    | 10.050% | 
 | 15   | Terrakion          | 12.70109% | 186    | 10.714% | 158    | 11.027% | 
 | 16   | Latias             | 10.60522% | 162    |  9.332% | 131    |  9.143% | 
 | 17   | Thundurus-Therian  | 10.28152% | 74     |  4.263% | 63     |  4.397% | 
 | 18   | Gothitelle         |  9.92172% | 73     |  4.205% | 58     |  4.048% | 
 | 19   | Hippowdon          |  9.46893% | 103    |  5.933% | 102    |  7.119% | 
 | 20   | Jirachi            |  9.46305% | 246    | 14.171% | 217    | 15.145% | 
 | 21   | Tentacruel         |  8.73693% | 131    |  7.546% | 107    |  7.468% | 
 | 22   | Magnezone          |  8.45229% | 118    |  6.797% | 88     |  6.142% | 
 | 23   | Dugtrio            |  7.85004% | 90     |  5.184% | 75     |  5.234% | 
