 Total battles: 120490
 Avg. weight/team: 0.097
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Jirachi            | 17.46226% | 25648  | 10.643% | 20936  | 10.771% | 
 | 2    | Crobat             | 14.82978% | 30135  | 12.505% | 24572  | 12.642% | 
 | 3    | Hydreigon          | 13.05757% | 27354  | 11.351% | 21313  | 10.965% | 
 | 4    | Darmanitan         | 12.91405% | 28611  | 11.873% | 23125  | 11.897% | 
 | 5    | Forretress         | 12.78040% | 25499  | 10.581% | 22481  | 11.566% | 
 | 6    | Florges            | 11.95798% | 28934  | 12.007% | 23016  | 11.841% | 
 | 7    | Suicune            | 11.59013% | 16155  |  6.704% | 13000  |  6.688% | 
 | 8    | Swampert           | 11.31752% | 25707  | 10.668% | 22311  | 11.478% | 
 | 9    | Donphan            | 11.28871% | 24372  | 10.114% | 21083  | 10.847% | 
 | 10   | Diancie            | 11.06735% | 19304  |  8.011% | 15780  |  8.118% | 
 | 11   | Sableye            | 10.34235% | 23372  |  9.699% | 20063  | 10.322% | 
 | 12   | Chandelure         | 10.07503% | 24215  | 10.049% | 19196  |  9.876% | 
 | 13   | Lucario            |  9.76625% | 16462  |  6.831% | 12333  |  6.345% | 
 | 14   | Raikou             |  9.73775% | 15128  |  6.278% | 11791  |  6.066% | 
 | 15   | Mienshao           |  9.61085% | 19672  |  8.163% | 16017  |  8.240% | 
 | 16   | Empoleon           |  9.59850% | 17589  |  7.299% | 15135  |  7.787% | 
 | 17   | Blastoise          |  9.26919% | 24470  | 10.154% | 20420  | 10.506% | 
 | 18   | Infernape          |  9.22120% | 25450  | 10.561% | 20734  | 10.667% | 
 | 19   | Krookodile         |  9.16941% | 14587  |  6.053% | 11721  |  6.030% | 
 | 20   | Vaporeon           |  8.95897% | 17177  |  7.128% | 14209  |  7.310% | 
 | 21   | Altaria            |  8.80738% | 9679   |  4.017% | 7705   |  3.964% | 
 | 22   | Blissey            |  8.73591% | 17802  |  7.387% | 13810  |  7.105% | 
 | 23   | Arcanine           |  8.67007% | 26596  | 11.037% | 21950  | 11.293% | 
 | 24   | Chesnaught         |  8.61429% | 19940  |  8.275% | 15914  |  8.187% | 
 | 25   | Rotom-Heat         |  8.53319% | 18502  |  7.678% | 16208  |  8.339% | 
 | 26   | Tentacruel         |  8.45339% | 16258  |  6.747% | 13663  |  7.029% | 
 | 27   | Alakazam           |  8.44621% | 23102  |  9.587% | 17170  |  8.834% | 
 | 28   | Entei              |  7.71268% | 12852  |  5.333% | 10363  |  5.331% | 
 | 29   | Roserade           |  7.65566% | 18842  |  7.819% | 14694  |  7.560% | 
 | 30   | Galvantula         |  7.34360% | 22948  |  9.523% | 20624  | 10.611% | 
 | 31   | Metagross          |  7.05557% | 21894  |  9.085% | 17793  |  9.154% | 
 | 32   | Porygon-Z          |  6.92142% | 20128  |  8.353% | 15099  |  7.768% | 
 | 33   | Umbreon            |  6.91962% | 20211  |  8.387% | 15939  |  8.200% | 
 | 34   | Beedrill           |  6.83517% | 11746  |  4.874% | 9789   |  5.036% | 
 | 35   | Azelf              |  6.59640% | 14003  |  5.811% | 12077  |  6.213% | 
 | 36   | Zygarde            |  6.55234% | 7447   |  3.090% | 5750   |  2.958% | 
