 Total battles: 120490
 Avg. weight/team: 0.555
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Crobat             | 13.14324% | 30135  | 12.505% | 24572  | 12.642% | 
 | 2    | Darmanitan         | 12.45096% | 28611  | 11.873% | 23125  | 11.897% | 
 | 3    | Florges            | 12.38625% | 28934  | 12.007% | 23016  | 11.841% | 
 | 4    | Jirachi            | 12.23177% | 25648  | 10.643% | 20936  | 10.771% | 
 | 5    | Hydreigon          | 12.17393% | 27354  | 11.351% | 21313  | 10.965% | 
 | 6    | Swampert           | 11.05593% | 25707  | 10.668% | 22311  | 11.478% | 
 | 7    | Forretress         | 10.97197% | 25499  | 10.581% | 22481  | 11.566% | 
 | 8    | Donphan            | 10.77091% | 24372  | 10.114% | 21083  | 10.847% | 
 | 9    | Arcanine           | 10.70836% | 26596  | 11.037% | 21950  | 11.293% | 
 | 10   | Infernape          | 10.43340% | 25450  | 10.561% | 20734  | 10.667% | 
 | 11   | Blastoise          | 10.19335% | 24470  | 10.154% | 20420  | 10.506% | 
 | 12   | Chandelure         | 10.09997% | 24215  | 10.049% | 19196  |  9.876% | 
 | 13   | Sableye            |  9.94662% | 23372  |  9.699% | 20063  | 10.322% | 
 | 14   | Alakazam           |  9.50104% | 23102  |  9.587% | 17170  |  8.834% | 
 | 15   | Galvantula         |  9.38604% | 22948  |  9.523% | 20624  | 10.611% | 
 | 16   | Metagross          |  8.94005% | 21894  |  9.085% | 17793  |  9.154% | 
 | 17   | Mienshao           |  8.77103% | 19672  |  8.163% | 16017  |  8.240% | 
 | 18   | Diancie            |  8.75232% | 19304  |  8.011% | 15780  |  8.118% | 
 | 19   | Chesnaught         |  8.64595% | 19940  |  8.275% | 15914  |  8.187% | 
 | 20   | Porygon-Z          |  8.33404% | 20128  |  8.353% | 15099  |  7.768% | 
 | 21   | Rotom-Heat         |  8.32827% | 18502  |  7.678% | 16208  |  8.339% | 
 | 22   | Aggron             |  8.17663% | 21100  |  8.756% | 17625  |  9.068% | 
 | 23   | Umbreon            |  8.04320% | 20211  |  8.387% | 15939  |  8.200% | 
 | 24   | Roserade           |  7.98169% | 18842  |  7.819% | 14694  |  7.560% | 
 | 25   | Empoleon           |  7.91612% | 17589  |  7.299% | 15135  |  7.787% | 
 | 26   | Suicune            |  7.88514% | 16155  |  6.704% | 13000  |  6.688% | 
 | 27   | Blissey            |  7.70942% | 17802  |  7.387% | 13810  |  7.105% | 
 | 28   | Honchkrow          |  7.57089% | 18371  |  7.623% | 13777  |  7.088% | 
 | 29   | Vaporeon           |  7.56438% | 17177  |  7.128% | 14209  |  7.310% | 
 | 30   | Lucario            |  7.40810% | 16462  |  6.831% | 12333  |  6.345% | 
 | 31   | Nidoking           |  7.28154% | 17589  |  7.299% | 13606  |  7.000% | 
 | 32   | Flygon             |  7.23164% | 17416  |  7.227% | 14142  |  7.276% | 
 | 33   | Tentacruel         |  7.05439% | 16258  |  6.747% | 13663  |  7.029% | 
 | 34   | Raikou             |  7.01119% | 15128  |  6.278% | 11791  |  6.066% | 
 | 35   | Cloyster           |  6.88608% | 18086  |  7.505% | 14244  |  7.328% | 
 | 36   | Scrafty            |  6.72010% | 17023  |  7.064% | 13471  |  6.930% | 
 | 37   | Goodra             |  6.59680% | 16961  |  7.038% | 13319  |  6.852% | 
 | 38   | Krookodile         |  6.45570% | 14587  |  6.053% | 11721  |  6.030% | 
 | 39   | Machamp            |  6.18742% | 14582  |  6.051% | 11855  |  6.099% | 
 | 40   | Aerodactyl         |  6.13980% | 15244  |  6.326% | 12099  |  6.225% | 
 | 41   | Azelf              |  6.08949% | 14003  |  5.811% | 12077  |  6.213% | 
 | 42   | Milotic            |  6.00944% | 14946  |  6.202% | 12292  |  6.324% | 
 | 43   | Entei              |  5.88398% | 12852  |  5.333% | 10363  |  5.331% | 
 | 44   | Porygon2           |  5.82000% | 13563  |  5.628% | 10813  |  5.563% | 
 | 45   | Haxorus            |  5.80557% | 13792  |  5.723% | 10020  |  5.155% | 
 | 46   | Espeon             |  5.73635% | 14891  |  6.179% | 11907  |  6.126% | 
 | 47   | Starmie            |  5.71159% | 13662  |  5.669% | 10683  |  5.496% | 
