 Total battles: 133297
 Avg. weight/team: 0.121
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Groudon            | 67.64813% | 114058 | 42.783% | 91595  | 47.094% | 
 | 2    | Rayquaza           | 58.50193% | 103640 | 38.876% | 75292  | 38.712% | 
 | 3    | Xerneas            | 52.90934% | 96501  | 36.198% | 65998  | 33.934% | 
 | 4    | Kyogre             | 40.61970% | 92776  | 34.800% | 67574  | 34.744% | 
 | 5    | Arceus             | 37.98011% | 52809  | 19.809% | 36658  | 18.848% | 
 | 6    | Yveltal            | 20.44892% | 34579  | 12.971% | 25065  | 12.887% | 
 | 7    | Lugia              | 17.25504% | 37622  | 14.112% | 25892  | 13.313% | 
 | 8    | Darkrai            | 16.61450% | 46420  | 17.412% | 34171  | 17.569% | 
 | 9    | Mewtwo             | 14.37895% | 43857  | 16.451% | 30221  | 15.538% | 
 | 10   | Deoxys-Attack      | 12.33751% | 21758  |  8.161% | 16802  |  8.639% | 
 | 11   | Deoxys-Speed       | 11.80476% | 17770  |  6.666% | 16071  |  8.263% | 
 | 12   | Ditto              | 10.23850% | 12331  |  4.625% | 8615   |  4.429% | 
 | 13   | Ho-Oh              |  9.91837% | 21669  |  8.128% | 15552  |  7.996% | 
 | 14   | Giratina-Origin    |  9.43247% | 19361  |  7.262% | 14306  |  7.356% | 
 | 15   | Aegislash          |  9.07719% | 29991  | 11.250% | 21654  | 11.134% | 
 | 16   | Palkia             |  8.67280% | 20149  |  7.558% | 13499  |  6.941% | 
 | 17   | Dialga             |  8.56620% | 21117  |  7.921% | 15588  |  8.015% | 
 | 18   | Klefki             |  8.29944% | 11081  |  4.157% | 8996   |  4.625% | 
 | 19   | Genesect           |  8.16138% | 21082  |  7.908% | 15917  |  8.184% | 
 | 20   | Zekrom             |  7.36898% | 19252  |  7.221% | 13188  |  6.781% | 
 | 21   | Arceus-Ghost       |  7.32636% | 10119  |  3.796% | 7160   |  3.681% | 
