 Total battles: 737681
 Avg. weight/team: 0.037
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Greninja           | 26.78787% | 340569 | 23.084% | 255567 | 21.840% | 
 | 2    | Landorus-Therian   | 26.11254% | 213666 | 14.482% | 185662 | 15.866% | 
 | 3    | Rotom-Wash         | 21.76322% | 235692 | 15.975% | 203429 | 17.384% | 
 | 4    | Ferrothorn         | 21.03545% | 264055 | 17.898% | 231488 | 19.782% | 
 | 5    | Heatran            | 21.00527% | 206055 | 13.966% | 173494 | 14.826% | 
 | 6    | Talonflame         | 16.60612% | 211433 | 14.331% | 165268 | 14.123% | 
 | 7    | Latias             | 15.13574% | 141044 |  9.560% | 101936 |  8.711% | 
 | 8    | Latios             | 14.97640% | 164537 | 11.152% | 120508 | 10.298% | 
 | 9    | Azumarill          | 13.13470% | 170355 | 11.547% | 137286 | 11.732% | 
 | 10   | Scizor             | 12.68280% | 157182 | 10.654% | 126614 | 10.820% | 
 | 11   | Skarmory           | 12.47177% | 124683 |  8.451% | 107153 |  9.157% | 
 | 12   | Magnezone          | 12.17023% | 119383 |  8.092% | 96225  |  8.223% | 
 | 13   | Salamence          | 11.60674% | 137097 |  9.292% | 107143 |  9.156% | 
 | 14   | Excadrill          | 10.59258% | 130919 |  8.874% | 99181  |  8.476% | 
 | 15   | Bisharp            | 10.46740% | 118544 |  8.035% | 89357  |  7.636% | 
 | 16   | Chansey            | 10.35557% | 102978 |  6.980% | 79678  |  6.809% | 
 | 17   | Clefable           | 10.19730% | 110185 |  7.468% | 86436  |  7.387% | 
 | 18   | Conkeldurr         |  9.63246% | 132204 |  8.961% | 107245 |  9.165% | 
 | 19   | Keldeo             |  9.55975% | 79593  |  5.395% | 61420  |  5.249% | 
 | 20   | Mamoswine          |  9.33727% | 101522 |  6.881% | 84348  |  7.208% | 
 | 21   | Slowbro            |  9.29189% | 108727 |  7.370% | 87649  |  7.490% | 
 | 22   | Garchomp           |  8.77021% | 138350 |  9.377% | 107784 |  9.211% | 
 | 23   | Tyranitar          |  8.63027% | 120849 |  8.191% | 99173  |  8.475% | 
 | 24   | Metagross          |  8.41858% | 110069 |  7.460% | 87028  |  7.437% | 
 | 25   | Gengar             |  8.01188% | 154355 | 10.462% | 115853 |  9.900% | 
 | 26   | Thundurus          |  7.55274% | 74010  |  5.016% | 58352  |  4.987% | 
 | 27   | Dragonite          |  7.54215% | 138087 |  9.360% | 102063 |  8.722% | 
 | 28   | Breloom            |  6.84072% | 117101 |  7.937% | 91876  |  7.851% | 
 | 29   | Charizard          |  6.81399% | 158954 | 10.774% | 126230 | 10.787% | 
 | 30   | Sableye            |  6.78088% | 76895  |  5.212% | 66074  |  5.646% | 
 | 31   | Sylveon            |  6.20842% | 100486 |  6.811% | 77530  |  6.625% | 
 | 32   | Mew                |  6.20167% | 65181  |  4.418% | 54489  |  4.656% | 
 | 33   | Gliscor            |  6.17493% | 125860 |  8.531% | 98978  |  8.458% | 
 | 34   | Zapdos             |  5.56604% | 61034  |  4.137% | 49343  |  4.217% | 
 | 35   | Gyarados           |  5.56074% | 77366  |  5.244% | 62472  |  5.339% | 
 | 36   | Lopunny            |  5.37815% | 60054  |  4.070% | 51284  |  4.383% | 
 | 37   | Gallade            |  4.89828% | 65683  |  4.452% | 51090  |  4.366% | 
 | 38   | Sceptile           |  4.47661% | 76949  |  5.216% | 60301  |  5.153% | 
 | 39   | Venusaur           |  4.46473% | 90622  |  6.142% | 71114  |  6.077% | 
 | 40   | Landorus           |  4.36746% | 37293  |  2.528% | 28844  |  2.465% | 
 | 41   | Gardevoir          |  4.10456% | 84179  |  5.706% | 63747  |  5.448% | 
 | 42   | Tentacruel         |  4.02357% | 36387  |  2.466% | 29432  |  2.515% | 
 | 43   | Terrakion          |  3.96725% | 48987  |  3.320% | 37754  |  3.226% | 
 | 44   | Beedrill           |  3.92914% | 58978  |  3.998% | 47564  |  4.065% | 
 | 45   | Gothitelle         |  3.66829% | 32701  |  2.216% | 24866  |  2.125% | 
 | 46   | Swampert           |  3.61144% | 70679  |  4.791% | 58810  |  5.026% | 
 | 47   | Politoed           |  3.57696% | 42230  |  2.862% | 39161  |  3.347% | 
 | 48   | Weavile            |  3.53393% | 54585  |  3.700% | 42925  |  3.668% | 
 | 49   | Diancie            |  3.39856% | 35162  |  2.383% | 28778  |  2.459% | 
 | 50   | Altaria            |  3.31026% | 36652  |  2.484% | 28937  |  2.473% | 
 | 51   | Mandibuzz          |  3.28470% | 51779  |  3.510% | 41053  |  3.508% | 
 | 52   | Kyurem-Black       |  3.23203% | 42630  |  2.889% | 31453  |  2.688% | 
 | 53   | Manectric          |  3.22902% | 57415  |  3.892% | 46895  |  4.008% | 
 | 54   | Medicham           |  2.90432% | 44704  |  3.030% | 36242  |  3.097% | 
 | 55   | Chesnaught         |  2.85874% | 26430  |  1.791% | 21229  |  1.814% | 
 | 56   | Pinsir             |  2.58645% | 38820  |  2.631% | 28902  |  2.470% | 
 | 57   | Heracross          |  2.48219% | 47739  |  3.236% | 36486  |  3.118% | 
 | 58   | Empoleon           |  2.42619% | 23193  |  1.572% | 19606  |  1.675% | 
 | 59   | Klefki             |  2.39337% | 33748  |  2.287% | 29494  |  2.520% | 
 | 60   | Jirachi            |  2.26435% | 26781  |  1.815% | 20946  |  1.790% | 
 | 61   | Starmie            |  2.25146% | 30902  |  2.095% | 23370  |  1.997% | 
 | 62   | Quagsire           |  2.23011% | 18923  |  1.283% | 14844  |  1.269% | 
 | 63   | Celebi             |  2.13796% | 18856  |  1.278% | 15195  |  1.299% | 
 | 64   | Porygon2           |  2.13572% | 28290  |  1.917% | 22676  |  1.938% | 
 | 65   | Amoonguss          |  2.13204% | 15975  |  1.083% | 12649  |  1.081% | 
 | 66   | Espeon             |  2.12572% | 54372  |  3.685% | 41675  |  3.561% | 
 | 67   | Azelf              |  2.09645% | 17837  |  1.209% | 16160  |  1.381% | 
 | 68   | Volcarona          |  2.07996% | 58976  |  3.997% | 44410  |  3.795% | 
 | 69   | Togekiss           |  2.04473% | 58592  |  3.971% | 45076  |  3.852% | 
 | 70   | Manaphy            |  1.89745% | 14068  |  0.954% | 11002  |  0.940% | 
 | 71   | Diggersby          |  1.87057% | 23411  |  1.587% | 18068  |  1.544% | 
 | 72   | Crawdaunt          |  1.82575% | 28814  |  1.953% | 22359  |  1.911% | 
 | 73   | Alakazam           |  1.81484% | 45825  |  3.106% | 34010  |  2.906% | 
 | 74   | Raikou             |  1.76779% | 17711  |  1.200% | 14345  |  1.226% | 
 | 75   | Infernape          |  1.76554% | 45898  |  3.111% | 37528  |  3.207% | 
 | 76   | Kingdra            |  1.74410% | 24693  |  1.674% | 18726  |  1.600% | 
 | 77   | Cresselia          |  1.71441% | 10864  |  0.736% | 8459   |  0.723% | 
 | 78   | Scolipede          |  1.68121% | 40456  |  2.742% | 34829  |  2.976% | 
 | 79   | Victini            |  1.66784% | 28292  |  1.918% | 22646  |  1.935% | 
 | 80   | Blissey            |  1.54308% | 38004  |  2.576% | 28373  |  2.425% | 
 | 81   | Umbreon            |  1.49748% | 36749  |  2.491% | 28540  |  2.439% | 
 | 82   | Tornadus-Therian   |  1.47253% | 15143  |  1.026% | 12058  |  1.030% | 
 | 83   | Sharpedo           |  1.46080% | 31252  |  2.118% | 23919  |  2.044% | 
 | 84   | Suicune            |  1.44111% | 13992  |  0.948% | 11119  |  0.950% | 
 | 85   | Donphan            |  1.36209% | 27197  |  1.843% | 23127  |  1.976% | 
 | 86   | Smeargle           |  1.35698% | 33280  |  2.256% | 30122  |  2.574% | 
 | 87   | Staraptor          |  1.34915% | 31517  |  2.136% | 24344  |  2.080% | 
 | 88   | Thundurus-Therian  |  1.26653% | 21232  |  1.439% | 16945  |  1.448% | 
 | 89   | Goodra             |  1.26151% | 36705  |  2.488% | 28391  |  2.426% | 
 | 90   | Dugtrio            |  1.23218% | 14849  |  1.006% | 11341  |  0.969% | 
 | 91   | Hydreigon          |  1.22640% | 28053  |  1.901% | 21541  |  1.841% | 
 | 92   | Whimsicott         |  1.20864% | 20223  |  1.371% | 16083  |  1.374% | 
 | 93   | Cloyster           |  1.17987% | 40793  |  2.765% | 31496  |  2.692% | 
 | 94   | Arcanine           |  1.13510% | 37538  |  2.544% | 30721  |  2.625% | 
 | 95   | Chandelure         |  1.13119% | 33352  |  2.261% | 26406  |  2.257% | 
 | 96   | Ditto              |  1.07635% | 19817  |  1.343% | 15055  |  1.287% | 
 | 97   | Darmanitan         |  1.05236% | 25564  |  1.733% | 20462  |  1.749% | 
 | 98   | Forretress         |  1.03130% | 31787  |  2.155% | 27924  |  2.386% | 
 | 99   | Vaporeon           |  1.02865% | 24769  |  1.679% | 19869  |  1.698% | 
 | 100  | Alomomola          |  1.01760% | 7578   |  0.514% | 6094   |  0.521% | 
 | 101  | Kabutops           |  1.01342% | 10192  |  0.691% | 7454   |  0.637% | 
 | 102  | Galvantula         |  0.97045% | 33258  |  2.254% | 29501  |  2.521% | 
 | 103  | Pidgeot            |  0.96891% | 25033  |  1.697% | 20123  |  1.720% | 
 | 104  | Aerodactyl         |  0.94627% | 19803  |  1.342% | 16137  |  1.379% | 
 | 105  | Jolteon            |  0.90997% | 29627  |  2.008% | 23425  |  2.002% | 
 | 106  | Hippowdon          |  0.90703% | 15412  |  1.045% | 13198  |  1.128% | 
 | 107  | Milotic            |  0.90581% | 30359  |  2.058% | 24134  |  2.062% | 
 | 108  | Rhyperior          |  0.89268% | 12625  |  0.856% | 10066  |  0.860% | 
 | 109  | Hawlucha           |  0.86128% | 20636  |  1.399% | 15604  |  1.333% | 
 | 110  | Rotom-Heat         |  0.78644% | 15994  |  1.084% | 13640  |  1.166% | 
 | 111  | Wobbuffet          |  0.78222% | 12101  |  0.820% | 10006  |  0.855% | 
 | 112  | Gastrodon          |  0.77656% | 11508  |  0.780% | 9297   |  0.794% | 
 | 113  | Lucario            |  0.75054% | 25486  |  1.727% | 19430  |  1.660% | 
 | 114  | Blastoise          |  0.74255% | 28320  |  1.920% | 22986  |  1.964% | 
 | 115  | Crobat             |  0.70817% | 25157  |  1.705% | 20019  |  1.711% | 
 | 116  | Noivern            |  0.67808% | 18933  |  1.283% | 14748  |  1.260% | 
 | 117  | Machamp            |  0.64703% | 19978  |  1.354% | 16286  |  1.392% | 
 | 118  | Dragalge           |  0.62091% | 8189   |  0.555% | 6437   |  0.550% | 
 | 119  | Cofagrigus         |  0.61841% | 15557  |  1.054% | 12856  |  1.099% | 
 | 120  | Entei              |  0.61644% | 10162  |  0.689% | 8177   |  0.699% | 
 | 121  | Snorlax            |  0.59055% | 25063  |  1.699% | 19416  |  1.659% | 
 | 122  | Camerupt           |  0.59005% | 12739  |  0.863% | 10517  |  0.899% | 
 | 123  | Nidoking           |  0.58981% | 19407  |  1.315% | 14934  |  1.276% | 
 | 124  | Ludicolo           |  0.55795% | 13311  |  0.902% | 10522  |  0.899% | 
 | 125  | Haxorus            |  0.55551% | 18577  |  1.259% | 13464  |  1.151% | 
 | 126  | Florges            |  0.55080% | 18366  |  1.245% | 13576  |  1.160% | 
 | 127  | Bronzong           |  0.49356% | 7465   |  0.506% | 6367   |  0.544% | 
 | 128  | Roserade           |  0.48641% | 15748  |  1.067% | 12119  |  1.036% | 
